TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-12-31,2024-12-31,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6680.30,6945.90,6680.30,6913.95,6919.45,6721.05,,6912.30,,,12703,87207076.00,3192,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,817.60,836.60,807.00,819.50,821.20,814.55,,819.95,,,27429,22454704.00,1174,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1178.15,1218.00,1178.15,1200.85,1200.85,1184.95,,1200.00,,,53417,63961862.00,4172,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,56.59,56.62,52.75,53.58,53.58,56.65,,53.58,,,359366,19624446.00,1259,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,73.50,75.30,73.50,74.38,74.38,73.56,,74.38,,,37390,2781978.00,430,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.14,7.30,6.88,7.12,7.13,7.14,,7.12,,,8763,62798.00,147,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.50,11.77,11.00,11.37,11.40,11.50,,11.37,,,4988,56003.00,37,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,186.00,190.90,180.65,188.80,188.80,185.70,,188.55,,,93040,17184655.00,1739,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,318.45,318.45,318.45,318.45,318.45,303.30,,319.50,,,34,10827.00,4,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6921.25,6985.80,6888.00,6957.60,6960.00,6844.80,,6959.90,,,430,2984930.00,129,F1,1,,,,,
2024-12-31,2024-12-31,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,36.70,39.30,36.70,37.90,38.30,37.88,,37.90,,,28350,1069169.00,296,F1,1,,,,,
