TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-11-22,2024-11-22,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6767.70,6935.00,6767.15,6905.05,6913.60,6767.15,,6904.65,,,7119,48942975.00,2616,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,814.55,814.55,796.80,800.05,803.60,800.40,,800.20,,,8113,6504316.00,649,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1225.40,1239.95,1210.00,1229.00,1229.00,1224.80,,1228.30,,,47854,58910473.00,3326,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,55.00,56.60,54.50,55.13,55.13,54.37,,55.13,,,59619,3318287.00,305,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,71.74,73.00,71.11,72.73,72.70,71.66,,72.73,,,48255,3491842.00,626,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,12.29,12.29,11.20,11.67,11.70,11.71,,11.33,,,19438,220083.00,52,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,6.79,7.15,6.79,7.05,7.14,6.77,,7.05,,,27862,195561.00,210,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.49,11.49,10.10,10.99,10.78,11.00,,10.99,,,23028,248907.00,74,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,205.00,208.90,203.55,205.25,205.25,203.35,,205.20,,,115062,23689434.00,1795,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,201.05,201.95,199.50,200.10,200.10,197.90,,200.50,,,377,75446.00,87,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7210.75,7314.90,7210.00,7261.00,7261.00,7253.25,,7261.60,,,428,3111843.00,176,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,38.80,39.29,38.05,38.83,39.00,37.42,,38.83,,,181554,7068216.00,1174,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,765.00,765.00,747.00,751.05,754.80,755.05,,750.70,,,5077,3812212.00,559,F1,1,,,,,
2024-11-22,2024-11-22,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,29.99,31.10,29.76,30.78,31.00,30.10,,30.85,,,1205555,36631280.00,4254,F1,1,,,,,
