TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-12-17,2024-12-17,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7899.45,7959.90,7782.45,7814.40,7823.95,7893.40,,7817.40,,,5355,42185519.00,2187,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,766.50,802.75,766.50,788.60,788.60,774.35,,788.40,,,18746,14761679.00,822,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1293.50,1310.55,1253.05,1260.80,1265.70,1279.05,,1260.70,,,23458,29927466.00,1823,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,63.29,64.99,62.00,62.37,62.37,63.29,,62.37,,,109750,6984822.00,486,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,77.63,81.80,76.06,79.93,79.93,77.63,,79.93,,,171715,13761710.00,1730,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.56,7.56,7.20,7.27,7.36,7.43,,7.27,,,38898,288123.00,293,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,12.20,12.48,11.62,11.66,11.86,12.11,,11.66,,,14891,177872.00,65,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,218.95,220.25,213.80,215.00,215.00,219.85,,214.85,,,136477,29613077.00,1813,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,205.00,207.75,201.50,202.05,202.05,201.65,,202.00,,,513,104648.00,48,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7338.00,7371.30,7300.00,7328.45,7343.20,7333.20,,7333.20,,,242,1776408.00,160,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,46.40,46.40,43.00,43.38,43.00,44.72,,43.38,,,62813,2776427.00,410,F1,1,,,,,
2024-12-17,2024-12-17,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,805.05,826.65,805.05,820.30,823.70,820.65,,820.65,,,2334,1903029.00,286,F1,1,,,,,
