SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3200.00,3211.60,3006.35,3074.10,3074.10,3164.60,5367,38854,121233428.00,
500003,AEGIS LOGIS ,A ,Q,354.60,357.50,350.05,354.30,354.30,354.65,465,13532,4780128.00,
500008,AMAR RAJA BA,A ,Q,614.40,618.90,598.00,601.55,605.10,606.25,1173,24290,14770127.00,
500009,A.SARABHAI  ,X ,Q,23.10,23.45,22.95,23.00,23.00,23.35,187,56592,1304559.00,
500010,HDFC        ,A ,Q,2677.20,2702.80,2666.00,2700.20,2700.05,2688.25,1124,11799,31727290.00,
500012,ANDHRA PETRO,X ,Q,63.85,65.70,63.00,63.40,63.40,63.85,700,67828,4348033.00,
500013,ANSAL INFRAS,T ,Q,13.52,13.52,12.24,12.24,12.24,12.88,66,59726,732602.00,
500014,UTIQUE      ,X ,Q,5.59,5.67,5.35,5.53,5.47,5.49,146,16131,89532.00,
500016,ARUNAHTEL   ,X ,Q,12.33,14.41,12.33,13.80,13.80,13.50,38,2621,35502.00,
500020,BOM DYEING  ,B ,Q,71.00,71.40,69.80,70.05,70.05,70.70,337,37069,2606833.00,
500023,ASIANHOTNR  ,B ,Q,82.90,82.90,75.00,76.00,75.35,77.75,171,15178,1164094.00,
500027,ATUL LTD.   ,A ,Q,7180.05,7180.05,7036.05,7085.30,7036.05,7168.90,780,10814,76741804.00,
500028,ATV PROJECTS,XT,Q,8.99,9.04,8.61,9.02,9.04,8.61,41,7296,65235.00,
500031,BAJAJ ELECT.,A ,Q,1209.95,1209.95,1170.00,1174.35,1170.00,1196.55,4101,25997,31015605.00,
500032,BAJAJHIND   ,A ,Q,14.19,14.30,13.65,13.70,13.70,13.96,3010,1099430,15313328.00,
500033,FORCE MOTR  ,B ,Q,1341.95,1352.35,1277.30,1283.20,1283.20,1342.90,999,5750,7518187.00,
500034,BAJFINANCE  ,A ,Q,6435.00,6471.95,6299.95,6342.15,6342.15,6435.00,3890,30656,194811345.00,
500038,BALRAM.CHINI,A ,Q,357.55,372.65,356.55,361.50,361.50,363.55,2558,98600,35833661.00,
500039,BANCO PROD. ,B ,Q,217.90,243.00,212.75,234.00,235.10,215.45,7914,279601,64729240.00,
500040,CENTURY TEXT,A ,Q,645.00,652.35,642.40,649.10,648.80,649.90,502,6211,4025141.00,
500041,BANNARI AMAN,B ,Q,2809.95,2850.00,2757.85,2775.15,2757.85,2757.50,22,58,162067.00,
500042,BASF INDIA  ,A ,Q,2330.00,2340.00,2290.00,2302.25,2290.00,2315.80,321,1227,2834015.00,
500043,BATA INDIA  ,A ,Q,1526.95,1526.95,1488.00,1493.70,1495.20,1520.30,1470,8681,13024855.00,
500048,BEML LTD    ,A ,Q,1439.95,1439.95,1377.25,1385.40,1385.40,1377.45,528,4351,6041878.00,
500049,BHARAT ELECT,A ,Q,96.35,97.20,94.40,94.65,94.65,96.25,5827,1253546,120806200.00,
500052,BHANSALI ENG,A ,Q,107.10,110.35,105.95,108.85,108.85,106.95,680,58860,6341393.00,
500058,BIHAR SPONGE,XT,Q,10.06,10.06,9.12,9.41,9.57,9.59,79,14472,136124.00,
500060,BIRLACABLE  ,B ,Q,141.80,142.30,136.55,137.00,137.00,141.30,293,9171,1268952.00,
500067,BLUE STAR   ,A ,Q,1386.95,1416.15,1363.00,1366.90,1363.20,1374.00,644,3577,4956037.00,
500068,DISA INDIA  ,X ,Q,7910.05,8089.70,7701.00,7763.65,7760.00,8092.70,151,905,7049439.00,
500069,QUESTCAP    ,X ,Q,190.00,190.00,180.00,180.10,180.00,183.30,14,1360,245565.00,
500074,BPL LTD.    ,B ,Q,63.00,65.65,63.00,63.50,63.50,63.95,117,3445,219342.00,
500078,OAL         ,B ,Q,412.00,422.65,400.30,400.60,400.60,409.50,28,83,34507.00,
500083,CENTURY EXT ,B ,Q,9.90,9.90,9.21,9.49,9.51,9.52,223,26342,251677.00,
500084,CESC LTD.   ,A ,Q,73.75,74.60,73.50,74.25,74.40,73.40,455,88668,6568659.00,
500085,CHAMBAL FERT,A ,Q,297.05,303.75,297.05,301.50,302.10,298.10,582,30075,9059011.00,
500086,EXIDE IND.  ,A ,Q,181.85,182.15,178.90,180.00,180.00,180.00,2605,135667,24509942.00,
500087,CIPLA LTD.  ,A ,Q,1025.05,1040.95,1018.75,1021.85,1020.55,1032.95,1410,17464,17917637.00,
500089,DIC INDIA   ,B ,Q,398.50,398.50,386.00,388.00,388.00,400.00,45,199,77100.00,
500092,CRISIL LTD  ,A ,Q,3151.05,3248.00,3142.50,3164.45,3150.00,3176.60,1022,4159,13361248.00,
500093,CGPOWER     ,A ,Q,328.65,335.20,327.90,334.35,334.35,328.65,4127,227626,75553013.00,
500096,DABUR (I)   ,A ,Q,532.00,535.90,529.80,535.15,534.45,532.15,1447,119103,63587481.00,
500097,DALMIASUG   ,A ,Q,359.85,359.85,342.35,344.80,344.75,347.50,349,5057,1757312.00,
500101,ARVIND Ltd  ,A ,Q,83.65,85.40,83.50,84.70,84.30,84.30,505,40156,3392337.00,
500102,BALARPUR IND,Z ,Q,0.90,0.90,0.85,0.90,0.90,0.86,101,411545,366870.00,
500103,BHEL        ,A ,Q,75.65,76.55,70.60,71.50,71.50,75.35,6981,2060312,149961227.00,
500104,HIND.PETRO  ,A ,Q,231.20,234.70,230.10,231.00,230.65,232.75,1157,172242,40030108.00,
500106,IFCI LTD    ,A ,Q,12.19,12.19,11.90,11.96,11.96,12.06,1664,2485930,29962612.00,
500108,MAHA.TELE   ,B ,Q,22.30,22.40,21.75,21.95,21.95,22.20,949,284731,6274610.00,
500109,MRPL        ,A ,Q,54.25,54.25,53.40,53.60,53.60,54.00,1452,156012,8381992.00,
500110,CHENNAI PET.,A ,Q,240.90,244.05,235.65,239.55,240.10,240.90,1440,73887,17861442.00,
500111,REL.CAP.    ,T ,Q,9.14,9.14,9.14,9.14,9.14,9.62,546,92586,846236.00,
500112,STATE BANK  ,A ,Q,554.70,556.80,533.40,537.30,537.30,552.95,11150,577180,311455306.00,
500113,STEEL AUTH. ,A ,Q,84.25,85.25,83.00,83.30,83.30,84.50,2945,649956,54662271.00,
500114,TITAN       ,A ,Q,2472.00,2524.00,2472.00,2519.45,2519.45,2468.30,3507,44362,111442572.00,
500116,IDBI BANK L ,A ,Q,49.55,49.80,48.35,48.90,48.90,49.50,3207,660922,32344481.00,
500117,DCW LTD.    ,B ,Q,50.00,50.00,48.35,48.75,49.00,49.65,726,85926,4199874.00,
500119,DHAMPUR SUGA,A ,Q,220.00,220.00,211.35,212.20,212.75,215.90,582,12584,2690172.00,
500120,DIAMINES&CHM,X ,Q,422.25,434.50,406.00,413.30,413.30,430.05,228,7368,3082974.00,
500123,ELANTAS     ,B ,Q,4390.00,4393.00,4262.20,4274.20,4270.10,4362.10,34,238,1029797.00,
500124,DR.REDDY'S  ,A ,Q,4534.95,4555.50,4505.30,4522.25,4515.55,4498.10,1322,8441,38224795.00,
500125,E.I.D.PAR   ,A ,Q,516.10,524.90,516.10,518.55,517.45,521.25,1022,16518,8590118.00,
500126,PGHL        ,A ,Q,4685.45,4733.90,4679.75,4690.90,4690.95,4699.15,182,354,1662802.00,
