TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-12,2024-09-12,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7648.60,7750.00,7621.00,7717.55,7705.55,7568.05,,7720.20,,,2186,16814010.00,642,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,849.55,855.50,826.65,837.35,839.00,849.55,,837.05,,,4492,3757355.00,561,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1405.00,1414.55,1390.00,1403.15,1403.15,1399.60,,1402.50,,,25364,35464651.00,1827,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,66.24,66.45,64.90,65.23,65.23,65.44,,65.23,,,118306,7744349.00,561,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,96.71,98.25,95.00,96.26,96.26,96.57,,96.26,,,132869,12758115.00,1249,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,11.30,11.58,11.25,11.58,11.58,11.03,,11.52,,,130265,1500505.00,98,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,8.13,8.13,7.75,7.85,7.92,7.84,,7.85,,,34852,275046.00,212,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,12.31,12.31,11.79,12.29,12.29,12.12,,12.29,,,3579,43650.00,37,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,211.60,213.40,209.75,212.25,212.25,210.50,,212.45,,,97832,20658681.00,1380,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,176.70,177.00,175.20,175.20,175.20,174.90,,176.44,,,99,17427.00,11,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7969.55,8015.60,7909.00,7990.45,7981.05,7878.15,,7993.90,,,1887,15011396.00,758,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500028,INE447A01015,ATVPR,XT,,,,,ATV PROJECTS INDIA LTD.,37.10,37.10,36.36,36.36,36.36,37.10,,36.36,,,22582,828687.00,45,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,1008.00,1008.00,976.00,982.60,980.45,992.15,,982.75,,,4529,4468523.00,557,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,38.60,39.33,38.23,39.06,39.06,38.50,,39.05,,,1099713,42614527.00,5129,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,7300.05,7330.00,6983.60,7079.10,7079.10,7232.10,,7080.10,,,8278,58804600.00,2518,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,7401.05,7439.90,7300.00,7425.30,7425.30,7350.25,,7428.20,,,52282,386306367.00,8914,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,555.05,576.00,555.05,571.70,568.00,550.75,,572.70,,,116734,66219381.00,3880,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,671.35,671.95,665.05,667.10,670.40,670.45,,667.05,,,2944,1965808.00,239,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500040,INE055A01016,CENTURYTEX,A,,,,,CENTURY TEXTILES & INDUSTRIES,2624.65,2824.00,2570.10,2788.10,2788.10,2613.35,,2783.35,,,99057,268522715.00,8298,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3385.00,3400.00,3322.55,3387.75,3400.00,3380.80,,3388.55,,,369,1240982.00,149,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,6700.35,6763.35,6618.75,6640.85,6664.65,6704.50,,6642.35,,,916,6134515.00,269,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1423.25,1431.25,1420.00,1428.50,1428.50,1417.35,,1428.80,,,7053,10049748.00,1303,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3900.35,3954.40,3900.00,3937.70,3937.70,3892.05,,3939.55,,,15533,61124420.00,2395,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,290.95,292.40,289.00,291.65,291.65,288.05,,291.70,,,1512241,440357343.00,20355,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,157.45,160.00,156.80,158.15,158.30,156.80,,158.05,,,77109,12218738.00,815,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,25.65,26.77,24.90,25.20,25.00,25.51,,25.20,,,266486,6825281.00,444,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500059,INE071A01013,BINANIIND,B,,,,,BINANI INDUSTRIES LTD.,16.00,17.46,15.50,17.27,17.46,15.88,,17.30,,,36138,610279.00,602,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,261.00,289.00,260.00,269.70,269.70,259.70,,269.10,,,32202,8724953.00,1824,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1788.65,1826.00,1777.95,1818.20,1823.00,1786.65,,1816.65,,,4815,8691220.00,583,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,18150.05,18150.05,17900.00,17955.65,18000.00,18128.05,,17955.65,,,326,5861700.00,69,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,509.00,509.00,485.10,499.10,500.00,488.00,,499.10,,,3487,1722631.00,59,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500074,INE110A01019,BPL,T,,,,,BPL LTD.,115.10,118.50,115.10,116.35,116.35,116.50,,116.09,,,10612,1243106.00,130,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,514.70,517.25,506.00,507.45,507.75,509.80,,508.65,,,1242,633652.00,124,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500083,INE281A01026,CENTEXT,T,,,,,CENTURY EXTRUSIONS LTD.,26.50,26.82,25.70,26.00,26.00,26.33,,26.23,,,13855,361229.00,74,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,195.85,197.60,190.80,194.80,194.80,194.30,,195.00,,,200949,38947639.00,1815,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,503.25,510.70,501.55,508.00,509.75,502.05,,507.70,,,50971,25768913.00,1475,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,474.00,481.45,474.00,479.80,479.80,472.25,,479.85,,,139050,66321992.00,6276,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1628.60,1659.40,1628.60,1657.10,1653.15,1627.70,,1657.25,,,18832,31058506.00,2118,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500089,INE303A01010,DICIND,T,,,,,DIC INDIA LTD.,722.10,722.10,722.10,722.10,722.10,718.00,,722.10,,,50,36105.00,2,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4641.00,4680.85,4607.75,4671.85,4669.05,4639.95,,4673.95,,,986,4583014.00,302,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,698.00,738.90,692.60,729.40,729.40,689.70,,729.15,,,374850,270590484.00,14089,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,663.20,669.50,663.20,664.60,664.60,663.90,,664.75,,,50785,33844975.00,2902,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,455.00,473.65,451.05,468.85,468.40,450.20,,468.10,,,15406,7187891.00,765,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,396.75,402.50,394.75,396.85,397.35,394.95,,396.65,,,25813,10294628.00,949,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,260.00,266.45,259.90,266.00,266.00,258.85,,266.00,,,927378,244794653.00,12975,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,413.50,417.75,410.15,413.20,413.20,409.60,,413.40,,,631169,259963515.00,7161,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,70.67,71.73,69.05,69.82,69.82,70.20,,69.77,,,747484,52224599.00,4760,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500108,INE153A01019,MTNL,A,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,56.28,56.47,55.30,56.47,56.47,53.79,,56.51,,,1104645,62176400.00,2833,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,189.65,189.65,185.05,188.75,188.75,187.50,,188.87,,,226545,42477617.00,5193,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,878.35,886.50,870.30,881.50,881.50,878.30,,881.25,,,45081,39601903.00,3476,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,775.00,789.70,772.90,788.05,788.05,768.30,,787.75,,,312891,244018282.00,11403,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,129.35,131.00,126.85,130.65,130.65,127.00,,130.69,,,1731187,223628263.00,18754,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3738.00,3773.00,3711.15,3763.40,3763.40,3711.25,,3764.20,,,75152,281745608.00,9881,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,87.99,88.46,86.50,87.94,87.94,86.84,,87.97,,,269606,23616341.00,1554,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500117,INE500A01029,DCW,A,,,,,DCW LTD.,94.40,95.00,91.37,92.77,92.77,93.50,,92.65,,,530412,49228858.00,1771,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,209.00,213.20,209.00,212.25,211.75,209.80,,212.15,,,10849,2289910.00,422,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,561.00,561.00,550.00,555.80,553.55,556.00,,554.00,,,1023,567561.00,137,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,12049.00,12049.00,11550.00,11655.95,11655.95,11822.20,,11655.95,,,588,6935447.00,174,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500124,INE089A01023,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,6686.00,6700.00,6576.10,6683.90,6673.30,6611.10,,6683.85,,,4653,30899922.00,1319,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,818.40,822.05,800.30,809.20,809.20,817.40,,808.80,,,26599,21513907.00,1687,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5445.60,5445.60,5281.10,5302.40,5298.55,5389.70,,5299.15,,,643,3443251.00,258,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,215.00,233.40,215.00,230.65,230.65,213.85,,230.55,,,383029,86731958.00,4241,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,6161.70,6293.60,6161.70,6262.35,6244.45,6166.80,,6216.35,,,81,504387.00,53,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,255.85,255.85,243.15,249.70,249.70,251.35,,248.87,,,456744,113263940.00,4523,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,169.90,169.90,161.60,164.30,164.45,168.25,,164.19,,,117884,19540048.00,2675,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500142,INE512A01016,FGP,XT,,,,,FGP LTD.,10.51,10.51,10.44,10.44,10.44,10.98,,10.44,,,6194,64919.00,38,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,PH CAPITAL LTD.,225.25,225.25,203.85,215.75,220.00,214.55,,215.75,,,7518,1638882.00,186,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1380.80,1420.75,1375.50,1411.60,1410.00,1380.25,,1413.20,,,10311,14411003.00,1323,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,5279.70,5325.00,5172.05,5314.60,5314.60,5208.60,,5314.60,,,3164,16730492.00,348,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,767.10,767.10,752.15,761.90,765.75,759.45,,762.15,,,3766,2855324.00,279,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,4685.50,4694.90,4646.50,4670.75,4676.85,4664.65,,4652.20,,,187,876725.00,97,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,42.75,42.99,40.85,41.52,41.21,43.00,,41.54,,,1514,64674.00,19,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,160.35,160.60,157.15,158.95,159.00,158.70,,159.26,,,20782,3307426.00,627,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,188.00,202.00,188.00,198.10,197.95,188.50,,198.10,,,15894,3089908.00,270,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,14.40,14.80,14.05,14.29,14.29,14.37,,14.29,,,349165,4995539.00,1946,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,6640.30,6835.45,6609.70,6647.45,6647.45,6613.80,,6638.40,,,3920,26276572.00,877,F1,1,,,,,
2024-09-12,2024-09-12,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1203.95,1220.55,1195.00,1203.40,1203.50,1203.95,,1204.20,,,15960,19214923.00,1047,F1,1,,,,,
