SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1196.65,1235.00,1194.75,1199.00,1199.00,1185.45,854,4819,5864635.00,
500003,AEGIS LOGIS ,A ,Q,237.80,243.60,235.75,240.10,240.10,235.15,575,11898,2860619.00,
500008,AMAR RAJA BA,A ,Q,923.95,952.15,919.15,946.35,946.50,923.25,514,13983,13172755.00,
500009,A.SARABHAI  ,X ,Q,20.40,20.40,19.20,20.00,20.15,19.65,136,35751,711782.00,
500010,HDFC        ,A ,Q,2397.10,2420.00,2377.05,2400.70,2400.70,2401.20,12102,127335,304502101.00,
500012,ANDHRA PETRO,X ,Q,46.90,48.30,46.50,48.25,48.30,46.00,245,74972,3583633.00,
500013,ANSAL INFRAS,T ,Q,8.94,8.98,8.23,8.98,8.98,8.56,74,46424,415917.00,
500014,UTIQUE      ,X ,Q,1.78,1.94,1.61,1.94,1.94,1.78,19,9865,16877.00,
500016,ARUNAHTEL   ,XT,Q,8.01,8.01,8.01,8.01,8.01,8.43,9,1000,8010.00,
500020,BOM DYEING  ,A ,Q,71.55,77.20,71.55,76.80,76.80,72.05,3375,368392,27889607.00,
500023,ASIANHOTNR  ,B ,Q,73.00,75.15,69.30,72.00,72.00,72.15,27,563,41210.00,
500027,ATUL LTD.   ,A ,Q,6217.05,6540.00,6190.65,6514.05,6514.05,6198.30,1817,5110,32880057.00,
500028,ATV PROJECTS,XT,Q,4.96,5.06,4.94,4.95,4.95,5.20,52,27850,138139.00,
500029,AUTOLITE(I) ,B ,Q,22.65,23.10,22.00,23.05,23.10,22.00,27,3655,81631.00,
500031,BAJAJ ELECT.,A ,Q,613.30,621.60,605.10,611.80,610.75,611.75,481,7118,4357671.00,
500032,BAJAJHIND   ,A ,Q,5.82,6.56,5.74,6.41,6.41,5.69,1239,806239,5016963.00,
500033,FORCE MOTR  ,A ,Q,1323.00,1337.35,1263.05,1314.55,1313.05,1290.05,760,4136,5438208.00,
500034,BAJFINANCE  ,A ,Q,5020.00,5168.50,4972.20,5088.55,5088.55,5014.25,12855,145511,741749738.00,
500038,BALRAM.CHINI,A ,Q,169.95,176.70,167.85,176.10,176.00,168.05,2646,80324,13962131.00,
500039,BANCO PROD. ,B ,Q,129.10,138.35,126.20,136.40,136.40,130.10,664,34539,4620505.00,
500040,CENTURY TEXT,A ,Q,358.00,394.00,358.00,391.55,391.55,360.05,2579,106192,40373656.00,
500041,BANNARI AMAN,A ,Q,1413.60,1432.00,1400.05,1429.75,1432.00,1400.05,28,118,166056.00,
500042,BASF INDIA  ,A ,Q,1530.00,1579.00,1530.00,1570.00,1574.70,1545.00,279,998,1558811.00,
500043,BATA INDIA  ,A ,Q,1534.85,1587.65,1522.15,1582.45,1582.45,1521.90,2359,34512,54067917.00,
500048,BEML LTD    ,A ,Q,896.00,927.00,861.20,918.60,918.60,872.05,6356,48406,43724355.00,
500049,BHARAT ELECT,A ,Q,113.10,115.90,112.50,115.40,115.40,112.20,2463,537442,61345273.00,
500052,BHANSALI ENG,A ,Q,129.00,136.80,129.00,134.45,134.00,129.55,2305,70788,9502820.00,
500055,TATASTLBSL  ,B ,Q,36.30,38.40,36.30,38.20,38.25,36.65,924,135898,5070053.00,
500060,BIRLACABLE  ,B ,Q,50.45,53.15,50.45,52.90,53.00,50.10,389,17105,898310.00,
500067,BLUE STAR   ,A ,Q,800.95,815.00,783.40,787.95,788.50,782.30,1063,10594,8463049.00,
500068,DISA INDIA  ,X ,Q,4048.00,4048.00,3975.00,4015.80,4047.00,3997.65,11,65,260984.00,
500069,BNK CAPITAL ,X ,Q,98.00,103.75,97.50,101.20,102.75,99.10,490,66282,6612737.00,
500074,BPL LTD.    ,B ,Q,21.90,22.35,21.35,22.35,22.35,21.30,157,14644,323859.00,
500078,OAL         ,B ,Q,511.00,550.00,510.45,541.70,537.00,512.50,389,2403,1287291.00,
500083,CENTURY EXT ,T ,Q,5.00,5.00,4.65,4.65,4.70,4.89,135,125097,582752.00,
500084,CESC LTD.   ,A ,Q,577.00,597.00,577.00,594.55,595.50,576.25,889,13632,8018040.00,
500085,CHAMBAL FERT,A ,Q,222.60,229.75,219.40,226.65,226.65,219.00,4377,50473,11395644.00,
500086,EXIDE IND.  ,A ,Q,184.15,188.15,183.40,185.35,185.85,184.15,1177,92196,17079210.00,
500087,CIPLA LTD.  ,A ,Q,798.00,827.20,792.45,824.25,824.25,795.35,10922,411323,335125465.00,
500089,DIC INDIA   ,B ,Q,386.65,390.30,385.75,386.85,385.75,381.80,27,106,41121.00,
500092,CRISIL LTD  ,A ,Q,1911.00,1931.20,1890.15,1891.95,1893.45,1889.85,157,954,1827456.00,
500093,CGPOWER     ,B ,Q,39.00,41.15,39.00,41.15,41.15,39.20,1334,615480,25240050.00,
500096,DABUR (I)   ,A ,Q,505.00,512.75,502.50,510.50,510.50,503.80,2779,180712,91199059.00,
500097,DALMIASUG   ,A ,Q,137.05,141.50,136.45,140.25,140.25,136.90,685,10001,1395268.00,
500101,ARVIND Ltd  ,A ,Q,44.50,46.90,44.50,46.55,46.55,44.10,1274,393018,18103640.00,
500102,BALARPUR IND,Z ,Q,1.35,1.49,1.35,1.45,1.42,1.42,385,1427239,2101900.00,
500103,BHEL        ,A ,Q,32.75,34.15,32.30,33.95,33.95,32.65,7161,3279254,109528969.00,
