SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,4344.95,4368.75,4272.10,4334.10,4334.10,4319.55,851,4245,18301937.00,
500003,AEGIS LOGIS ,A ,Q,373.95,377.00,368.85,374.95,375.50,368.30,3037,46707,17494966.00,
500008,AMAR RAJA BA,A ,Q,627.95,632.00,622.05,628.05,628.05,625.05,6588,118883,74683969.00,
500009,A.SARABHAI  ,X ,Q,28.58,28.60,27.67,27.87,27.99,28.14,266,73674,2069021.00,
500012,ANDHRA PETRO,X ,Q,64.75,64.75,61.30,62.27,62.27,65.28,719,69667,4419301.00,
500013,ANSAL INFRAS,T ,Q,9.00,9.16,9.00,9.15,9.15,8.73,82,42888,390514.00,
500014,UTIQUE      ,X ,Q,5.21,5.35,4.93,5.09,5.24,5.30,208,56090,292953.00,
500016,ARUNAHTEL   ,XT,Q,19.65,21.32,19.65,20.09,20.50,20.31,54,18146,376525.00,
500020,BOM DYEING  ,A ,Q,113.00,115.00,112.20,113.20,113.20,113.50,1513,256686,29052230.00,
500023,ASIANHOTNR  ,T ,Q,155.00,155.00,150.25,154.90,154.90,155.00,10,51,7783.00,
500027,ATUL LTD.   ,A ,Q,6740.00,6904.00,6530.45,6569.50,6579.00,6703.30,1573,4969,32760201.00,
500028,ATV PROJECTS,XT,Q,12.45,12.65,12.42,12.58,12.65,12.05,189,83870,1059239.00,
500031,BAJAJ ELECT.,A ,Q,1233.00,1249.20,1230.05,1240.55,1240.55,1230.05,706,3860,4796344.00,
500032,BAJAJHIND   ,A ,Q,19.32,19.47,18.41,18.76,18.76,19.19,3482,3178073,59543762.00,
500033,FORCE MOTR  ,B ,Q,2638.80,2663.00,2569.45,2582.60,2582.60,2615.55,616,1938,5100361.00,
500034,BAJFINANCE  ,A ,Q,7630.20,7649.40,7545.00,7604.90,7598.90,7579.15,2171,11454,87049542.00,
500038,BALRAM.CHINI,A ,Q,399.75,403.35,396.55,399.35,399.55,396.25,2221,77089,30804208.00,
500039,BANCO PROD. ,B ,Q,342.55,345.95,333.20,334.55,334.55,341.10,1661,38812,13088645.00,
500040,CENTURY TEXT,A ,Q,974.80,997.40,963.05,994.55,994.55,966.70,884,11857,11622618.00,
500041,BANNARI AMAN,B ,Q,2777.40,2786.80,2729.90,2745.05,2729.90,2763.60,38,75,206646.00,
500042,BASF INDIA  ,A ,Q,2651.05,2664.35,2608.00,2653.25,2655.90,2662.35,499,3458,9110458.00,
500043,BATA INDIA  ,A ,Q,1665.00,1705.40,1665.00,1701.50,1701.00,1683.50,934,59438,100697296.00,
500048,BEML LTD    ,A ,Q,1775.55,1815.00,1747.70,1804.05,1805.00,1774.05,5636,62150,111418455.00,
