TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-18,2024-09-18,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7870.70,7920.60,7760.00,7785.50,7760.00,7870.70,,7785.25,,,2674,20959238.00,741,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,787.00,788.35,761.00,771.30,774.80,787.10,,771.25,,,13909,10721120.00,1614,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1399.00,1411.00,1377.35,1391.30,1391.30,1400.25,,1391.70,,,54212,75667249.00,5962,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,63.69,63.94,61.20,62.47,62.47,63.07,,62.47,,,91619,5738003.00,605,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,98.70,100.35,98.50,99.40,99.40,98.50,,99.40,,,79165,7892455.00,848,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,13.48,13.48,13.13,13.48,13.48,12.84,,13.48,,,111979,1506612.00,164,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,8.03,8.03,7.56,7.78,7.78,7.83,,7.78,,,37302,290028.00,176,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.87,12.00,11.54,11.84,11.84,11.75,,11.84,,,12650,150451.00,31,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,212.00,214.65,206.70,207.45,207.45,211.70,,207.61,,,82985,17368635.00,1387,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,186.40,188.00,173.20,174.50,175.00,179.25,,175.53,,,2154,377663.00,48,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7800.00,7800.00,7550.00,7689.80,7689.80,7840.25,,7683.80,,,1722,13204899.00,629,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500028,INE447A01015,ATVPR,XT,,,,,ATV PROJECTS INDIA LTD.,33.57,34.92,33.57,34.92,34.92,34.24,,34.92,,,22653,780237.00,47,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,990.25,992.65,975.55,979.00,984.05,983.90,,979.55,,,2300,2260757.00,350,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,39.00,39.95,38.60,38.84,38.84,38.93,,38.77,,,1696441,66171874.00,6502,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,7071.75,7096.70,6918.00,6941.60,6945.05,7060.50,,6938.25,,,4679,32705683.00,1781,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,7390.00,7670.50,7386.30,7632.25,7632.25,7363.75,,7631.10,,,56088,425549902.00,7446,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,570.85,581.35,568.80,572.35,572.35,569.70,,573.20,,,101040,58023754.00,3001,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,689.00,689.00,659.80,663.00,661.50,683.75,,663.55,,,16147,10821297.00,1040,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500040,INE055A01016,CENTURYTEX,A,,,,,CENTURY TEXTILES & INDUSTRIES,2786.50,2792.35,2697.35,2722.45,2722.45,2786.50,,2715.65,,,9159,25266530.00,1563,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3269.95,3329.00,3202.00,3294.40,3329.00,3269.80,,3310.15,,,404,1318914.00,117,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,7282.65,7297.00,6809.30,6865.70,6901.75,7140.55,,6871.80,,,2490,17304288.00,813,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1447.00,1450.00,1416.00,1432.45,1432.45,1439.15,,1431.95,,,12525,17960486.00,2451,F1,1,,,,,
2024-09-18,2024-09-18,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3899.00,3905.50,3735.00,3750.30,3750.30,3887.00,,3749.20,,,10866,41511486.00,1909,F1,1,,,,,
