SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2297.75,2354.00,2297.75,2341.85,2342.20,2304.30,1205,5717,13351330.00,
500003,AEGIS LOGIS ,A ,Q,215.70,228.30,215.55,227.15,227.15,214.75,3839,132589,29538098.00,
500008,AMAR RAJA BA,A ,Q,650.00,650.90,637.60,638.90,638.90,642.25,2272,54812,35260369.00,
500009,A.SARABHAI  ,X ,Q,36.20,38.50,36.10,36.45,36.45,36.20,1084,260853,9632928.00,
500010,HDFC        ,A ,Q,2728.00,2730.80,2687.85,2713.55,2713.55,2755.55,6056,67771,183582587.00,
500012,ANDHRA PETRO,B ,Q,130.20,135.00,128.00,133.20,133.20,130.50,2090,308263,40655391.00,
500013,ANSAL INFRAS,B ,Q,13.00,13.00,12.04,12.66,12.69,12.67,170,29787,375809.00,
500014,UTIQUE      ,XT,Q,8.36,8.36,8.36,8.36,8.36,8.79,351,68906,576054.00,
500016,ARUNAHTEL   ,XT,Q,9.30,9.30,8.66,9.17,9.22,9.08,83,32160,293135.00,
500020,BOM DYEING  ,A ,Q,112.50,115.65,111.80,113.25,113.25,112.75,3711,432757,49242342.00,
500023,ASIANHOTNR  ,B ,Q,81.35,83.50,81.35,82.80,82.80,81.50,33,1226,101043.00,
500027,ATUL LTD.   ,A ,Q,10271.45,10556.00,10150.00,10510.35,10510.35,10343.50,2524,10721,111221635.00,
500028,ATV PROJECTS,XT,Q,14.93,14.93,14.93,14.93,14.93,14.22,73,36912,551096.00,
500031,BAJAJ ELECT.,A ,Q,1225.00,1247.00,1214.80,1220.90,1220.90,1231.50,1189,7752,9515576.00,
500032,BAJAJHIND   ,A ,Q,16.95,17.35,16.35,16.95,16.95,16.65,6476,4153228,70692890.00,
500033,FORCE MOTR  ,A ,Q,1325.40,1339.20,1321.65,1327.00,1327.00,1327.60,700,3893,5166596.00,
500034,BAJFINANCE  ,A ,Q,7798.00,7845.50,7739.55,7831.20,7816.90,7803.00,4149,30620,238947786.00,
500038,BALRAM.CHINI,A ,Q,445.95,452.00,439.65,441.70,441.70,444.35,4440,150476,67100175.00,
500039,BANCO PROD. ,B ,Q,191.95,192.15,188.00,188.55,188.75,190.30,713,13804,2613481.00,
500040,CENTURY TEXT,A ,Q,990.10,1021.00,980.05,988.90,988.90,992.55,2611,31475,31505901.00,
500041,BANNARI AMAN,A ,Q,2829.50,2950.00,2806.45,2899.50,2941.80,2827.90,215,1236,3569501.00,
500042,BASF INDIA  ,A ,Q,3140.00,3155.00,3108.00,3144.60,3146.90,3142.90,804,2445,7650696.00,
500043,BATA INDIA  ,A ,Q,1963.30,2014.60,1956.15,2000.50,2008.00,1979.70,1487,16815,33584620.00,
500048,BEML LTD    ,A ,Q,1856.00,1928.25,1842.50,1901.10,1901.10,1856.10,2683,19044,36149142.00,
500049,BHARAT ELECT,A ,Q,208.70,221.95,208.50,219.80,219.80,209.55,9612,611332,131838762.00,
500052,BHANSALI ENG,A ,Q,179.90,181.00,176.75,178.55,178.10,178.20,2255,81021,14478803.00,
500058,BIHAR SPONGE,XT,Q,13.96,13.96,13.96,13.96,13.96,14.69,220,48227,673248.00,
500060,BIRLACABLE  ,B ,Q,106.90,107.35,105.45,105.65,106.00,106.55,488,19902,2111953.00,
500067,BLUE STAR   ,A ,Q,1021.85,1038.00,1015.65,1035.35,1034.40,1025.65,910,3324,3420744.00,
500068,DISA INDIA  ,X ,Q,6450.00,7150.00,6450.00,7063.55,7000.05,6452.40,349,1783,12329078.00,
500069,BNK CAPITAL ,X ,Q,342.85,342.85,342.85,342.85,342.85,326.55,118,3978,1363857.00,
500074,BPL LTD.    ,B ,Q,68.00,68.55,63.70,64.70,64.70,67.05,598,46849,3102404.00,
500078,OAL         ,B ,Q,806.55,815.00,789.05,799.35,800.00,807.90,252,925,741170.00,
