SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2290.85,2357.50,2290.85,2349.70,2325.00,2302.25,731,3185,7419761.00,
500003,AEGIS LOGIS ,A ,Q,215.00,224.70,214.50,222.30,222.30,216.95,1295,61512,13632650.00,
500008,AMAR RAJA BA,A ,Q,495.00,498.80,492.65,497.65,498.45,495.55,1665,21744,10784874.00,
500009,A.SARABHAI  ,X ,Q,36.15,36.15,34.75,35.00,35.00,35.55,593,90898,3215624.00,
500010,HDFC        ,A ,Q,2235.25,2274.00,2235.25,2265.55,2265.55,2259.60,8283,124900,281738867.00,
500012,ANDHRA PETRO,B ,Q,90.35,90.70,87.00,87.50,87.50,88.65,1115,97896,8682555.00,
500013,ANSAL INFRAS,T ,Q,14.38,14.80,13.90,14.30,14.30,14.50,19,8462,120409.00,
500014,UTIQUE      ,X ,Q,5.75,6.60,5.75,5.99,6.00,5.94,432,131460,805469.00,
500016,ARUNAHTEL   ,X ,Q,12.00,12.00,11.11,11.88,11.88,11.81,59,16985,201166.00,
500020,BOM DYEING  ,A ,Q,112.30,115.30,112.15,113.60,113.60,113.35,2716,305594,34739343.00,
500023,ASIANHOTNR  ,B ,Q,79.30,80.85,77.05,79.45,79.35,80.55,43,617,48553.00,
500027,ATUL LTD.   ,A ,Q,8010.05,8100.00,7987.65,8044.70,8039.00,8060.50,241,440,3537030.00,
500028,ATV PROJECTS,XT,Q,8.30,8.35,7.65,8.19,8.19,8.05,65,11449,90993.00,
500031,BAJAJ ELECT.,A ,Q,984.00,989.00,966.90,973.40,974.90,983.60,725,8675,8489592.00,
500032,BAJAJHIND   ,A ,Q,14.10,14.49,13.90,14.30,14.30,14.06,954,785647,11146696.00,
500033,FORCE MOTR  ,A ,Q,1039.30,1056.55,1034.65,1039.85,1039.85,1042.65,237,854,892851.00,
500034,BAJFINANCE  ,A ,Q,5930.00,5930.60,5855.15,5897.75,5897.75,5952.05,3771,19760,116500745.00,
500038,BALRAM.CHINI,A ,Q,390.00,405.00,389.25,403.10,402.20,397.75,2407,267195,105665080.00,
500039,BANCO PROD. ,B ,Q,168.55,171.70,168.10,169.50,168.80,169.20,366,7877,1333447.00,
500040,CENTURY TEXT,A ,Q,820.10,833.50,809.35,813.80,812.20,823.85,1294,10280,8416086.00,
500041,BANNARI AMAN,A ,Q,2488.50,2499.95,2484.25,2498.45,2499.95,2484.25,20,30,74591.00,
500042,BASF INDIA  ,A ,Q,2584.00,2611.05,2563.60,2577.80,2563.60,2616.45,253,719,1864165.00,
500043,BATA INDIA  ,A ,Q,1749.70,1749.70,1712.70,1746.65,1746.65,1731.10,1039,7168,12401848.00,
500048,BEML LTD    ,A ,Q,1364.40,1365.35,1338.55,1343.00,1343.00,1358.50,459,2695,3640271.00,
500049,BHARAT ELECT,A ,Q,245.50,247.45,243.40,245.55,245.55,245.35,2547,94504,23187762.00,
500052,BHANSALI ENG,A ,Q,115.95,115.95,113.00,113.50,114.25,114.80,907,22870,2603356.00,
500058,BIHAR SPONGE,XT,Q,9.46,9.46,9.46,9.46,9.46,9.95,85,50810,480662.00,
500060,BIRLACABLE  ,B ,Q,116.35,120.00,115.90,117.40,116.70,116.35,415,6909,810407.00,
500067,BLUE STAR   ,A ,Q,959.00,975.95,945.80,964.05,967.10,961.55,1024,3724,3575815.00,
500068,DISA INDIA  ,X ,Q,6000.00,6100.00,6000.00,6049.95,6050.00,6055.00,146,987,5971548.00,
500069,QUESTCAP    ,X ,Q,249.40,254.85,242.75,254.85,254.85,242.75,151,5626,1419081.00,
500074,BPL LTD.    ,B ,Q,64.00,64.75,61.35,64.75,64.75,61.70,239,16352,1041782.00,
500078,OAL         ,B ,Q,526.00,540.00,525.00,526.15,526.15,529.95,86,362,192799.00,
500083,CENTURY EXT ,B ,Q,11.17,11.30,10.70,11.15,11.30,11.16,66,14832,164299.00,
