SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2848.25,2909.25,2831.70,2898.45,2891.10,2836.80,1628,8145,23429254.00,
500003,AEGIS LOGIS ,A ,Q,361.00,365.75,348.05,351.30,351.30,359.15,2748,70172,24849213.00,
500008,AMAR RAJA BA,A ,Q,639.05,649.75,638.00,648.15,648.15,639.05,2755,48514,31314785.00,
500009,A.SARABHAI  ,X ,Q,26.05,27.00,26.05,26.75,26.75,26.35,285,55676,1487473.00,
500010,HDFC        ,A ,Q,2667.00,2713.20,2666.00,2710.45,2710.45,2666.60,1975,22827,61569771.00,
500012,ANDHRA PETRO,X ,Q,76.50,78.45,76.20,76.75,76.75,76.50,558,39807,3063165.00,
500013,ANSAL INFRAS,T ,Q,17.10,17.10,17.10,17.10,17.10,18.00,2,51,872.00,
500014,UTIQUE      ,X ,Q,6.95,7.10,6.91,6.93,6.98,6.80,178,62860,438377.00,
500016,ARUNAHTEL   ,X ,Q,14.55,15.10,14.55,15.00,15.00,14.85,20,3251,48797.00,
500020,BOM DYEING  ,A ,Q,82.95,83.20,81.40,82.75,82.95,82.15,1169,103851,8535128.00,
500023,ASIANHOTNR  ,B ,Q,86.70,89.85,85.30,87.70,85.30,87.05,93,14047,1234797.00,
500027,ATUL LTD.   ,A ,Q,8099.95,8120.00,7985.00,8098.00,8084.00,8068.60,514,985,7960867.00,
500028,ATV PROJECTS,XT,Q,10.00,10.44,10.00,10.00,10.00,10.09,52,18992,192020.00,
500031,BAJAJ ELECT.,A ,Q,1154.15,1163.95,1137.10,1140.90,1138.55,1157.00,288,792,908373.00,
500032,BAJAJHIND   ,A ,Q,18.30,18.89,18.30,18.89,18.89,17.18,3843,7782660,146637462.00,
500033,FORCE MOTR  ,A ,Q,1445.05,1490.25,1445.05,1482.45,1482.45,1469.95,414,2629,3875633.00,
500034,BAJFINANCE  ,A ,Q,6596.90,6704.90,6596.90,6686.30,6686.30,6595.90,2412,13221,88128420.00,
500038,BALRAM.CHINI,A ,Q,399.00,409.00,387.40,392.10,392.10,393.85,6229,259935,104143346.00,
