TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-11-19,2024-11-19,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6739.95,6790.65,6624.15,6696.55,6696.55,6623.75,,6701.50,,,8906,59912115.00,1825,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,841.05,857.75,832.00,839.40,839.40,843.55,,839.85,,,20950,17763813.00,1827,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1229.40,1277.05,1228.80,1246.90,1246.90,1224.90,,1247.70,,,60879,76679631.00,4609,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,55.75,57.99,55.00,55.85,55.85,55.75,,55.85,,,102285,5800141.00,509,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,74.96,75.79,73.50,74.13,74.06,74.30,,74.13,,,84388,6298906.00,1802,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,11.95,12.54,11.95,12.22,12.35,11.95,,12.07,,,18879,228156.00,53,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.00,7.23,6.85,7.01,6.97,6.84,,7.01,,,49795,349245.00,182,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,10.90,11.49,10.65,11.10,11.10,10.60,,11.10,,,13692,151516.00,48,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,208.80,211.40,205.35,206.85,206.85,204.65,,206.70,,,57110,11939758.00,999,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,174.75,192.95,174.75,188.50,186.00,183.80,,190.60,,,165,30573.00,14,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7220.55,7366.85,7220.55,7286.05,7270.00,7168.75,,7283.90,,,2798,20442356.00,653,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,35.64,35.64,35.00,35.64,35.64,33.95,,35.64,,,66490,2366588.00,573,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,767.25,773.85,760.05,763.10,761.00,765.70,,762.50,,,2668,2040616.00,619,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,30.89,31.84,30.88,31.10,31.10,30.71,,31.13,,,510824,16063939.00,1876,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,6827.85,6860.00,6550.00,6651.15,6615.90,6692.45,,6634.15,,,1527,10318142.00,502,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,6619.95,6640.40,6563.10,6601.80,6570.00,6566.65,,6595.70,,,52619,347206241.00,6095,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,530.00,538.50,524.45,526.80,526.80,525.35,,526.85,,,41725,22189650.00,1534,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,982.45,1076.00,955.30,1052.30,1052.30,990.80,,1053.95,,,128515,132401975.00,7595,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,2597.80,2626.90,2545.80,2569.45,2545.80,2547.10,,2567.50,,,4959,12882436.00,805,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3499.95,3499.95,3396.40,3412.90,3421.30,3428.45,,3405.05,,,46,157791.00,23,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,6167.15,6167.15,5934.65,5969.30,5969.30,6055.80,,5976.25,,,4202,25484214.00,1249,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1290.00,1305.15,1280.00,1282.60,1283.50,1288.75,,1282.65,,,8979,11636873.00,1126,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3731.05,3844.25,3665.90,3700.10,3700.10,3731.20,,3699.20,,,17976,68004589.00,2422,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,279.90,285.10,277.10,278.70,278.70,278.10,,279.00,,,1138387,320512930.00,13215,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,122.90,125.50,121.20,121.80,122.00,120.65,,121.75,,,29554,3647127.00,593,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,14.85,14.85,13.71,13.98,13.98,14.40,,13.98,,,82555,1160151.00,315,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,15.56,15.56,15.11,15.35,15.35,14.82,,15.22,,,2111,32576.00,15,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,204.95,210.35,202.05,204.65,204.65,205.95,,203.95,,,4739,981955.00,325,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1824.95,1833.60,1795.20,1813.80,1795.20,1806.40,,1813.55,,,3726,6754221.00,423,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,17998.00,17998.00,17616.10,17830.00,17830.00,17606.85,,17830.00,,,66,1172929.00,18,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,499.00,500.00,465.50,467.05,466.00,479.10,,467.05,,,6155,2996129.00,91,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,96.15,102.10,96.15,100.35,99.90,97.25,,100.00,,,21619,2175604.00,518,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,548.00,557.35,538.90,554.65,548.35,536.75,,553.55,,,3841,2110664.00,362,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500083,INE281A01026,CENTEXT,T,,,,,CENTURY EXTRUSIONS LTD.,20.48,21.45,20.00,21.37,21.45,20.43,,21.19,,,15178,319905.00,102,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,173.00,174.55,168.70,170.00,170.00,170.95,,170.00,,,98952,17024865.00,1141,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,461.75,472.00,461.75,463.20,463.20,464.20,,463.50,,,26794,12527710.00,1362,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,414.55,430.75,414.55,421.05,421.05,414.50,,421.45,,,437153,186264342.00,8411,F1,1,,,,,
2024-11-19,2024-11-19,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1469.95,1485.20,1457.40,1471.35,1471.35,1465.10,,1471.55,,,21769,32049410.00,1964,F1,1,,,,,
