SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1819.65,1826.10,1780.05,1792.05,1791.90,1806.05,757,8965,16246432.00,
500003,AEGIS LOGIS ,A ,Q,345.00,362.25,345.00,357.65,357.65,342.80,3074,95922,34299617.00,
500008,AMAR RAJA BA,A ,Q,749.70,749.70,742.50,744.85,745.15,744.90,1187,22591,16828110.00,
500009,A.SARABHAI  ,X ,Q,35.00,35.35,33.80,33.95,33.95,34.85,1717,381483,13084161.00,
500010,HDFC        ,A ,Q,2489.00,2489.95,2456.50,2460.15,2460.15,2474.25,2973,26940,66470141.00,
500012,ANDHRA PETRO,X ,Q,120.00,120.80,115.00,117.25,117.25,117.75,2281,331896,39531178.00,
500013,ANSAL INFRAS,T ,Q,8.55,8.55,8.01,8.11,8.25,8.30,79,30811,251446.00,
500014,UTIQUE      ,X ,Q,3.48,3.48,3.48,3.48,3.48,3.55,22,7613,26493.00,
500016,ARUNAHTEL   ,XT,Q,14.91,14.91,14.91,14.91,14.91,14.62,7,2663,39705.00,
500020,BOM DYEING  ,A ,Q,87.70,87.70,84.70,85.05,85.05,86.25,2296,382690,33028742.00,
500023,ASIANHOTNR  ,B ,Q,92.00,92.00,89.10,90.95,90.95,91.00,42,1073,97213.00,
500027,ATUL LTD.   ,A ,Q,8962.85,8975.80,8886.70,8948.80,8956.00,8972.55,273,508,4535065.00,
500028,ATV PROJECTS,XT,Q,9.32,9.32,9.10,9.32,9.32,8.88,95,107690,1003376.00,
500031,BAJAJ ELECT.,A ,Q,1038.95,1050.00,1024.55,1044.20,1043.85,1027.60,2724,13627,14093016.00,
500032,BAJAJHIND   ,A ,Q,21.45,21.45,20.50,21.45,21.45,20.46,5199,19001888,406752574.00,
500033,FORCE MOTR  ,A ,Q,1218.30,1232.60,1211.00,1216.40,1216.40,1211.75,380,2322,2827908.00,
500034,BAJFINANCE  ,A ,Q,6049.70,6049.70,5941.00,5967.25,5967.25,6016.15,7833,55334,330984473.00,
500038,BALRAM.CHINI,A ,Q,362.50,363.25,350.10,357.45,357.45,355.85,3514,109004,38776017.00,
500039,BANCO PROD. ,B ,Q,158.00,163.80,158.00,161.35,161.05,157.85,1294,41353,6700758.00,
500040,CENTURY TEXT,A ,Q,622.65,624.40,615.40,617.30,616.70,614.50,886,23817,14746908.00,
500041,BANNARI AMAN,A ,Q,1880.15,1889.75,1820.60,1824.55,1825.00,1865.00,84,254,468758.00,
500042,BASF INDIA  ,A ,Q,2614.85,2635.90,2566.65,2580.95,2594.45,2598.80,649,2622,6821501.00,
500043,BATA INDIA  ,A ,Q,1593.75,1601.00,1583.90,1596.45,1596.45,1596.85,2062,17395,27716001.00,
500048,BEML LTD    ,A ,Q,1380.90,1380.90,1335.00,1355.10,1355.10,1336.30,2432,39192,53372889.00,
500049,BHARAT ELECT,A ,Q,178.00,185.80,177.15,184.70,184.70,178.00,10620,1499888,274398920.00,
500052,BHANSALI ENG,A ,Q,178.45,179.35,175.15,176.15,176.15,176.45,2401,172602,30686652.00,
500055,TATASTLBSL  ,B ,Q,89.15,91.10,88.10,88.35,88.35,89.70,9476,751117,66764314.00,
500058,BIHAR SPONGE,XT,Q,11.54,11.54,11.54,11.54,11.54,11.77,29,9060,104552.00,
500060,BIRLACABLE  ,T ,Q,115.00,115.00,109.00,112.55,113.00,114.50,458,27490,3067312.00,
500067,BLUE STAR   ,A ,Q,817.25,826.75,813.60,820.05,814.20,815.80,551,4120,3370440.00,
500068,DISA INDIA  ,X ,Q,5450.00,5489.00,5326.00,5342.60,5335.00,5429.90,105,420,2286435.00,
500069,BNK CAPITAL ,XT,Q,194.40,194.40,191.70,192.75,192.75,193.50,18,2114,406275.00,
500074,BPL LTD.    ,B ,Q,35.55,36.45,35.05,35.80,35.95,35.65,611,37513,1348008.00,
500078,OAL         ,B ,Q,769.45,777.55,760.40,774.25,776.00,765.05,126,732,564522.00,
500083,CENTURY EXT ,B ,Q,9.56,10.42,9.56,9.95,9.95,9.98,151,56741,568808.00,
500084,CESC LTD.   ,A ,Q,772.95,774.00,766.00,770.10,771.20,770.05,1084,13713,10567224.00,
500085,CHAMBAL FERT,A ,Q,308.80,308.80,298.80,299.65,299.65,306.40,2550,124730,37603037.00,
500086,EXIDE IND.  ,A ,Q,182.25,183.00,181.15,181.80,182.30,182.25,2001,111710,20344969.00,
500087,CIPLA LTD.  ,A ,Q,980.00,980.00,966.95,978.25,978.25,971.95,5591,123818,120658632.00,
500089,DIC INDIA   ,B ,Q,475.10,489.95,473.00,480.25,481.95,473.10,142,1318,635467.00,
500092,CRISIL LTD  ,A ,Q,2559.80,2589.00,2532.00,2575.00,2589.00,2542.80,778,3750,9587118.00,
500093,CGPOWER     ,T ,Q,80.10,80.10,77.00,79.10,79.10,79.20,962,134655,10642693.00,
500096,DABUR (I)   ,A ,Q,570.30,592.25,570.30,590.00,590.00,568.80,10742,308308,180341039.00,
500097,DALMIASUG   ,A ,Q,479.00,479.00,458.05,470.75,470.05,469.80,1623,35287,16540374.00,
500101,ARVIND Ltd  ,A ,Q,80.40,80.80,77.70,78.00,78.20,78.55,1285,107906,8491164.00,
500102,BALARPUR IND,Z ,Q,1.52,1.60,1.51,1.51,1.51,1.58,839,5227532,7969955.00,
