SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,3936.05,3937.80,3842.75,3852.35,3852.35,3942.65,2025,10483,40728178.00,
500003,AEGIS LOGIS ,A ,Q,371.05,379.50,360.05,363.80,363.80,378.00,5331,97006,35553207.00,
500008,AMAR RAJA BA,A ,Q,626.00,632.05,622.60,624.10,623.65,626.05,659,8778,5505116.00,
500009,A.SARABHAI  ,X ,Q,22.89,22.89,22.12,22.26,22.26,22.46,176,84680,1888208.00,
500010,HDFC        ,A ,Q,2787.95,2795.75,2773.00,2784.05,2784.05,2776.50,3333,29724,82883348.00,
500012,ANDHRA PETRO,X ,Q,63.21,64.18,62.70,62.90,62.90,63.62,497,53082,3352532.00,
500013,ANSAL INFRAS,T ,Q,9.90,9.90,9.51,9.70,9.70,9.69,41,10187,98623.00,
500014,UTIQUE      ,X ,Q,5.52,5.60,5.30,5.52,5.50,5.25,197,105306,578015.00,
500016,ARUNAHTEL   ,XT,Q,19.30,21.27,19.30,19.89,19.80,20.26,116,33203,685987.00,
500020,BOM DYEING  ,B ,Q,83.60,87.50,83.35,86.35,85.85,83.67,1536,191507,16399249.00,
500023,ASIANHOTNR  ,T ,Q,159.65,159.65,159.65,159.65,159.65,159.30,5,190,30333.00,
500027,ATUL LTD.   ,A ,Q,6943.55,6967.15,6870.00,6880.55,6880.55,6944.85,439,1253,8650298.00,
500028,ATV PROJECTS,XT,Q,8.88,8.88,8.88,8.88,8.88,8.46,34,8430,74858.00,
500031,BAJAJ ELECT.,A ,Q,1172.45,1186.85,1164.20,1170.25,1168.80,1171.80,346,2024,2375559.00,
500032,BAJAJHIND   ,A ,Q,13.79,14.00,13.45,13.75,13.75,13.67,2036,1196371,16332603.00,
500033,FORCE MOTR  ,B ,Q,1377.55,1418.00,1367.10,1408.05,1413.20,1369.95,1467,10218,14257303.00,
500034,BAJFINANCE  ,A ,Q,6714.00,6750.00,6686.00,6710.50,6710.50,6713.05,2916,18591,124946371.00,
500038,BALRAM.CHINI,A ,Q,393.35,393.35,371.50,384.45,384.45,386.65,4517,167908,63766863.00,
500039,BANCO PROD. ,B ,Q,272.95,277.50,270.00,271.55,271.55,270.95,1789,55963,15324179.00,
500040,CENTURY TEXT,A ,Q,778.00,811.35,772.90,804.95,804.00,773.25,1669,24489,19577275.00,
500041,BANNARI AMAN,B ,Q,2751.00,2794.90,2689.60,2732.15,2728.90,2778.70,130,700,1919411.00,
500042,BASF INDIA  ,A ,Q,2469.95,2469.95,2410.95,2422.15,2418.85,2415.30,107,414,1004099.00,
500043,BATA INDIA  ,A ,Q,1544.95,1549.85,1517.55,1539.70,1540.15,1522.90,907,9023,13862295.00,
500048,BEML LTD    ,A ,Q,1387.75,1444.40,1366.50,1414.00,1410.20,1378.10,2500,28175,39817755.00,
500049,BHARAT ELECT,A ,Q,107.35,108.60,106.95,107.55,107.55,107.25,2836,297629,32072218.00,
500052,BHANSALI ENG,A ,Q,121.10,124.95,119.30,122.60,122.55,122.25,1927,116462,14279203.00,
500058,BIHAR SPONGE,XT,Q,9.15,9.20,8.65,8.93,8.99,8.95,60,11892,107541.00,
500059,BINANI IND. ,B ,Q,23.79,24.40,22.35,22.47,22.47,23.34,113,10988,250508.00,
500060,BIRLACABLE  ,B ,Q,150.65,153.60,148.50,149.70,151.15,149.90,366,12722,1927436.00,
500067,BLUE STAR   ,A ,Q,1410.05,1431.00,1408.45,1427.45,1422.90,1414.05,310,1601,2270333.00,
500068,DISA INDIA  ,B ,Q,8001.10,8005.05,7953.05,7976.00,7976.00,8000.00,38,178,1423851.00,
500069,QUESTCAP    ,X ,Q,238.00,244.50,238.00,240.00,240.00,238.00,17,1356,325052.00,
500074,BPL LTD.    ,B ,Q,60.25,61.60,59.21,60.78,60.50,60.09,137,9810,593306.00,
500078,OAL         ,B ,Q,381.60,383.40,368.95,372.00,372.00,383.85,257,2350,880129.00,
500083,CENTURY EXT ,B ,Q,10.30,10.47,10.17,10.43,10.43,10.09,227,29039,300922.00,
500084,CESC LTD.   ,A ,Q,70.28,71.10,70.28,70.57,70.61,70.27,1701,303297,21445353.00,
500085,CHAMBAL FERT,A ,Q,289.00,294.60,288.00,291.95,292.15,289.90,683,31676,9224541.00,
500086,EXIDE IND.  ,A ,Q,188.65,191.15,187.35,190.80,190.80,189.95,1559,61555,11654220.00,
500087,CIPLA LTD.  ,A ,Q,936.75,937.40,897.70,922.80,922.80,934.90,6016,90841,82864230.00,
500089,DIC INDIA   ,B ,Q,389.20,391.20,380.75,387.30,387.30,390.35,42,228,88293.00,
500092,CRISIL LTD  ,A ,Q,3540.10,3622.90,3540.10,3586.40,3567.05,3591.15,501,1863,6692072.00,
500093,CGPOWER     ,A ,Q,332.10,341.50,329.00,332.10,332.10,332.45,4947,171598,57875305.00,
500096,DABUR (I)   ,A ,Q,517.00,533.90,513.90,533.15,533.60,518.30,2944,66567,35069629.00,
500097,DALMIASUG   ,A ,Q,364.10,368.00,361.40,364.10,361.75,363.85,459,8489,3084017.00,
500101,ARVIND Ltd  ,A ,Q,106.10,109.90,106.10,108.40,109.00,107.00,778,54360,5902591.00,
500102,BALARPUR IND,Z ,Q,0.65,0.69,0.65,0.67,0.67,0.68,189,754991,503707.00,
500103,BHEL        ,A ,Q,81.00,81.30,80.15,80.45,80.45,81.05,4098,790165,63722896.00,
500104,HIND.PETRO  ,A ,Q,262.25,267.40,258.30,259.55,258.55,260.85,5473,256435,67142553.00,
500106,IFCI LTD    ,A ,Q,11.64,11.64,11.40,11.51,11.47,11.58,934,975228,11212324.00,
500108,MAHA.TELE   ,B ,Q,19.69,19.86,19.41,19.64,19.64,19.69,645,128146,2513805.00,
500109,MRPL        ,A ,Q,63.00,63.02,62.25,62.35,62.35,62.56,820,140924,8814286.00,
500110,CHENNAI PET.,A ,Q,310.00,313.50,308.55,309.60,309.60,308.00,1131,73946,22958350.00,
500111,REL.CAP.    ,T ,Q,9.01,9.10,8.87,8.92,8.90,9.06,345,67338,602548.00,
500112,STATE BANK  ,A ,Q,578.80,583.95,574.55,581.90,581.90,578.10,5860,294489,171080592.00,
500113,STEEL AUTH. ,A ,Q,82.56,84.43,82.19,84.21,84.21,83.12,4207,1003387,84054635.00,
