SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,B ,Q,912.45,914.50,901.90,908.45,912.75,914.05,442,3435,3124479.00,
500003,AEGIS LOGIS ,A ,Q,186.00,190.55,178.95,181.30,181.30,186.70,1585,39785,7312409.00,
500008,AMAR RAJA BA,A ,Q,700.00,705.00,685.75,695.85,694.65,697.75,1169,25207,17521333.00,
500009,A.SARABHAI  ,X ,Q,18.60,18.60,18.60,18.60,18.60,17.75,77,70944,1319558.00,
500010,HDFC        ,A ,Q,1805.00,1830.00,1771.00,1792.15,1792.15,1846.50,17923,281623,504470410.00,
500012,ANDHRA PETRO,X ,Q,22.60,22.70,21.50,21.70,21.70,22.25,503,162911,3539194.00,
500013,ANSAL INFRAS,T ,Q,4.08,4.25,4.07,4.08,4.08,4.27,22,5041,20852.00,
500014,UTIQUE      ,XT,Q,1.60,1.60,1.60,1.60,1.60,1.62,7,700,1120.00,
500016,ARUNAHTEL   ,XT,Q,5.96,5.96,5.96,5.96,5.96,5.68,4,600,3576.00,
500020,BOM DYEING  ,A ,Q,74.75,75.25,72.45,72.85,72.85,75.60,1104,136683,10046596.00,
500023,ASIANHOTNR  ,B ,Q,50.30,58.40,50.30,54.50,55.00,57.40,111,1598,88748.00,
500027,ATUL LTD.   ,A ,Q,4597.05,4670.25,4597.05,4613.55,4625.00,4608.20,446,1376,6370246.00,
500028,ATV PROJECTS,XT,Q,3.89,3.95,3.59,3.95,3.95,3.77,19,4798,17898.00,
500029,AUTOLITE(I) ,B ,Q,16.35,17.40,16.35,16.90,16.90,16.95,64,979,16446.00,
500031,BAJAJ ELECT.,A ,Q,393.15,393.15,378.65,382.55,383.00,395.40,1296,21914,8405508.00,
500032,BAJAJHIND   ,B ,Q,5.82,6.22,5.64,6.21,6.22,5.93,1249,1588569,9460353.00,
500033,FORCE MOTR  ,A ,Q,953.95,969.70,950.45,958.55,955.30,959.05,389,2871,2747904.00,
500034,BAJFINANCE  ,A ,Q,3224.00,3225.00,3123.35,3190.35,3190.35,3233.25,29000,405618,1282454013.00,
500038,BALRAM.CHINI,A ,Q,125.25,130.85,123.00,129.70,129.70,126.20,6607,273784,34954593.00,
500039,BANCO PROD. ,B ,Q,86.40,86.90,82.60,83.25,83.25,86.40,496,22175,1862348.00,
500040,CENTURY TEXT,A ,Q,315.00,315.25,297.85,302.70,302.70,311.50,3472,118039,35875597.00,
500041,BANNARI AMAN,B ,Q,1055.00,1070.15,1037.80,1059.70,1070.15,1064.00,37,131,136925.00,
500042,BASF INDIA  ,A ,Q,1347.00,1417.90,1331.25,1342.05,1342.05,1327.10,6064,51825,71270092.00,
500043,BATA INDIA  ,A ,Q,1256.00,1286.95,1253.20,1281.80,1277.75,1252.25,9219,162877,206559986.00,
500048,BEML LTD    ,A ,Q,645.00,646.65,626.75,629.00,626.90,639.65,832,16874,10700801.00,
500049,BHARAT ELECT,A ,Q,99.15,100.15,95.60,97.10,97.10,98.45,4033,775868,75928325.00,
500052,BHANSALI ENG,B ,Q,49.95,50.00,47.85,48.65,48.40,50.05,402,30989,1516581.00,
500055,TATASTLBSL  ,B ,Q,21.30,21.30,20.65,20.85,20.80,21.25,526,67886,1415833.00,
500058,BIHAR SPONGE,XT,Q,0.92,0.93,0.92,0.93,0.93,0.92,19,9050,8410.00,
500060,BIRLACABLE  ,B ,Q,51.60,52.60,50.00,50.40,50.00,51.60,172,11053,568551.00,
500067,BLUE STAR   ,A ,Q,489.90,489.90,466.00,468.60,467.00,482.15,939,5573,2622301.00,
500068,DISA INDIA  ,X ,Q,3394.00,3400.00,3375.00,3382.40,3376.05,3415.00,30,293,990340.00,
500069,BNK CAPITAL ,X ,Q,63.30,63.40,63.25,63.25,63.25,63.30,9,413,26144.00,
500074,BPL LTD.    ,T ,Q,19.15,19.15,18.25,18.45,18.80,19.00,39,8281,153780.00,
500078,OAL         ,B ,Q,247.65,272.30,244.90,271.95,272.30,247.55,1390,29461,7692902.00,
500083,CENTURY EXT ,B ,Q,4.16,4.24,4.16,4.16,4.16,4.37,46,35842,149110.00,
500084,CESC LTD.   ,A ,Q,650.10,650.10,627.55,630.00,632.55,656.00,847,10833,6920884.00,
500085,CHAMBAL FERT,A ,Q,153.85,153.90,150.00,151.50,151.35,155.05,1927,64719,9796316.00,
500086,EXIDE IND.  ,A ,Q,156.30,157.25,152.50,153.60,152.95,156.25,4517,181373,28071694.00,
500087,CIPLA LTD.  ,A ,Q,640.00,644.00,631.45,632.20,632.20,638.15,7937,499229,318662769.00,
500089,DIC INDIA   ,B ,Q,370.00,370.95,350.00,362.80,363.85,354.90,398,4481,1628066.00,
500092,CRISIL LTD  ,A ,Q,1765.00,1765.00,1713.75,1726.80,1726.80,1779.75,203,629,1086688.00,
500093,CGPOWER     ,B ,Q,8.38,8.38,8.38,8.38,8.38,8.82,165,143886,1205764.00,
500096,DABUR (I)   ,A ,Q,485.00,487.95,476.05,479.10,479.40,484.40,2191,75812,36471380.00,
500097,DALMIASUG   ,B ,Q,106.15,118.75,104.40,115.75,115.75,107.05,1803,63852,7115070.00,
500101,ARVIND Ltd  ,A ,Q,32.75,32.85,31.85,32.00,32.00,33.20,576,118620,3810433.00,
500102,BALARPUR IND,T ,Q,1.50,1.50,1.46,1.46,1.46,1.53,255,1526950,2232198.00,
500103,BHEL        ,A ,Q,42.00,42.00,38.50,38.90,38.90,42.55,13177,8154540,322408207.00,
500104,HIND.PETRO  ,A ,Q,211.00,214.40,209.65,210.35,210.35,210.75,3186,300102,63501602.00,
500106,IFCI LTD    ,A ,Q,7.00,7.07,6.70,6.83,6.83,7.08,69665,1007018,6865956.00,
500108,MAHA.TELE   ,B ,Q,9.98,10.02,9.72,9.72,9.72,10.23,2026,470014,4594734.00,
500109,MRPL        ,A ,Q,35.85,35.85,34.55,34.80,34.80,35.90,758,96012,3367185.00,
500110,CHENNAI PET.,A ,Q,80.15,80.15,77.95,78.20,78.20,80.15,711,28136,2211230.00,
500111,REL.CAP.    ,T ,Q,10.99,10.99,10.99,10.99,10.99,11.56,697,255657,2809670.00,
500112,STATE BANK  ,A ,Q,192.50,192.50,184.65,186.10,186.10,192.60,17863,2646160,495214636.00,
500113,STEEL AUTH. ,A ,Q,35.80,35.80,34.10,34.20,34.20,35.75,7136,2011610,69680721.00,
500114,TITAN       ,A ,Q,962.80,977.15,955.00,973.55,975.00,966.00,3666,77687,75247591.00,
500116,IDBI BANK L ,A ,Q,39.15,39.15,39.15,39.15,39.15,41.20,393,391871,15341749.00,
500117,DCW LTD.    ,B ,Q,11.68,11.70,11.17,11.22,11.22,11.84,205,90484,1035135.00,
500119,DHAMPUR SUGA,B ,Q,125.50,135.00,122.60,133.10,133.10,125.70,5678,164750,21391295.00,
500120,DIAMINES&CHM,X ,Q,337.00,337.00,320.00,327.10,327.10,337.25,726,31299,10213748.00,
500123,ELANTAS     ,B ,Q,2250.00,2260.00,2210.80,2250.95,2225.00,2239.70,95,809,1811859.00,
500124,DR.REDDY'S  ,A ,Q,3916.30,3995.05,3880.00,3983.45,3983.45,3898.60,6455,73029,288159081.00,
500125,E.I.D.PAR   ,A ,Q,273.75,283.60,260.45,280.90,280.90,270.75,2177,73249,20314227.00,
500126,PGHL        ,A ,Q,4125.00,4125.00,4040.10,4058.05,4051.35,4107.65,269,607,2462220.00,
500128,ELEC.CASTING,B ,Q,16.17,16.17,15.51,15.63,15.55,16.13,664,101907,1607753.00,
500133,ESAB INDIA  ,B ,Q,1359.70,1375.65,1350.65,1354.05,1351.25,1379.05,90,315,428023.00,
500135,ESSEL PROP  ,A ,Q,190.00,191.10,185.00,185.15,185.00,192.75,317,4518,842655.00,
500136,ESTER INDUS.,B ,Q,64.40,64.50,60.20,61.50,61.50,62.05,786,73747,4610529.00,
500142,FGP LTD.    ,X ,Q,0.95,0.95,0.95,0.95,0.95,1.00,3,7205,6844.00,
500143,P.H.CAPITAL ,X ,Q,12.75,12.75,12.75,12.75,12.75,13.40,1,1,12.00,
500144,FINOL. CABLE,A ,Q,287.75,289.15,277.20,279.55,279.55,286.65,934,9676,2719853.00,
500147,COCKERILL   ,X ,Q,509.00,509.00,490.00,499.80,491.50,503.00,24,457,228284.00,
500148,UFLEX LTD   ,A ,Q,261.60,261.60,248.95,250.85,252.00,262.50,1062,21338,5429140.00,
500150,FOSECO INDIA,B ,Q,1071.00,1110.00,1061.00,1084.70,1083.00,1094.00,46,233,252945.00,
500151,GOLDEN TOB  ,B ,Q,25.75,25.75,25.30,25.30,25.30,25.40,15,107,2713.00,
500153,GANESH BENZO,X ,Q,39.40,39.95,37.50,37.90,37.90,38.95,117,28307,1090603.00,
500155,GARDEN SILK ,T ,Q,11.36,11.36,11.36,11.36,11.36,11.95,17,3713,42179.00,
